cold_inlet_temp,cold_mass_flow,hot_inlet_temp,hot_mass_flow,thermal_efficiency,cold_pressure_drop,hot_pressure_drop,global_htc,cold_outlet_temp,hot_outlet_temp
288.15,1.0,348.15,1.0,56.5720696844932,2.400011761536007,260.61190691796946,128.13874779168117,322.1046334589238,314.21142768300655
288.15,1.0,348.15,1.5,63.947027467686645,2.296427291497821,538.6028045296262,134.3543250816874,326.5323430937704,322.5830383763044
288.15,1.0,348.15,2.0,68.04505968705654,2.242565651482437,902.5258953561424,138.0417754945235,328.9921305679381,327.75132888832593
288.15,1.0,348.15,2.5,70.81364973948673,2.215301203628769,1348.2820993784553,140.502319626185,330.6536654574569,331.17054094181873
288.15,1.0,348.15,3.0,72.38649299856348,2.194376026687678,1872.5595429904788,142.30499464153883,331.5974790749066,333.6885911715846
288.15,1.0,348.15,3.5,73.61955721890692,2.177861466698232,2472.1425493083516,143.70287004080603,332.3373434134715,335.54506937538696
288.15,1.0,348.15,4.0,74.58555136123181,2.165493219275959,3145.2014755025884,144.81879523177557,332.9169226813206,336.97725498616376
288.15,1.0,348.15,4.5,75.35242852451431,2.1561628312047105,3890.0804841219215,145.73320790138158,333.3770111772999,338.1175803185862
288.15,1.0,348.15,5.0,75.97286944769932,2.148546304597403,4705.107214215517,146.50119052201046,333.7492274171471,339.0473231940462
288.15,1.0,353.15,0.5,80.49698302404599,2.602487339594518,74.8839233047911,115.43901808614767,314.3219955078995,300.82316134913344
288.15,1.0,353.15,1.0,56.67616520494726,2.3307956480566645,258.49998287280323,128.8062086502144,325.01027934791364,316.3228335704343
288.15,1.0,353.15,1.5,64.05566159853812,2.224016461026622,534.1051391341025,134.96141152593114,329.80996737235625,325.4137820651317
288.15,1.0,353.15,2.0,68.14094705722106,2.1687499534746166,894.8846499312058,138.59799400233354,332.46623994692953,331.0286246893714
288.15,1.0,353.15,2.5,70.91166056264832,2.1405905435967725,1336.745610669488,141.02290477895548,334.2673788407489,334.7380247280536
288.15,1.0,353.15,3.0,72.46319574546176,2.118811688706046,1856.4247350540827,142.79604252870442,335.2758248900405,337.4742387304415
288.15,1.0,353.15,3.5,73.70230694011055,2.102122451062314,2450.770026472994,144.16725897506936,336.08112353104065,339.48614338649213
288.15,1.0,353.15,4.0,74.66775192940834,2.0899028973071836,3118.0317699584266,145.25978997953803,336.7085139837612,341.03919395356723
288.15,1.0,353.15,4.5,75.42895661959813,2.080119468853809,3856.3227236287785,146.1573963578919,337.2031464294815,342.2764204776341
288.15,1.0,353.15,5.0,76.04610644514182,2.0724002307251794,4664.228684508955,146.90966025705384,337.6041497129073,343.2847489128098
288.15,1.0,358.15,0.5,80.60780651618266,2.54610619918094,74.34440174199699,116.10965891810005,316.38247541846204,301.7246612523225
