epoch,train_loss,val_loss
127,0.023604864653080083,0.01580183071339449
128,0.023282604174198692,0.015084190345172228
129,0.023087737152730835,0.016511234181014228
130,0.023648945809208614,0.01524562953591745
131,0.02262578915881301,0.015286463635137724
132,0.023465274421130233,0.014318726117616904
133,0.02292046984099167,0.015131057032647404
134,0.023279621501750385,0.014495462656046008
135,0.023785413975868804,0.015430472209585004
136,0.022484250198397462,0.014764019585772519
137,0.022795034017489203,0.015371468147150923
138,0.023361001871071492,0.015195799217806229
139,0.022975203384068797,0.015186616776092081
140,0.022851100217032846,0.015607213240971411
141,0.021801787185997425,0.01465254078405538
142,0.02340522536213445,0.015244294029716526
143,0.02378319753635156,0.016481434170961512
144,0.022930379076672888,0.015227006340942829
145,0.0225163144325441,0.016258408762265687
146,0.02324776776459599,0.014385747700465018
147,0.023490433574617733,0.01742201703403535
148,0.022529621434705115,0.01571280351219769
149,0.022853651925872315,0.01803092919870846
150,0.02275041278256172,0.013858228569481115
151,0.022869771619299234,0.015429276158672265
152,0.02212622535214921,0.014389842050046326
153,0.022444163171778116,0.0158577667312792
154,0.023566571578043545,0.01599064613889513
155,0.022842989487311775,0.01836742249738533
156,0.022564536790554934,0.01651116005478962
157,0.023258917198975243,0.01692897740643646
158,0.02253620285126898,0.015359215565930165
159,0.022663422653327586,0.014443715743073376
160,0.021943302269602463,0.0154738173054693
161,0.02234192704976901,0.015039369277241236
162,0.022451657386119754,0.015408090778723989
163,0.022531464253131118,0.016078233319378243
164,0.021956821657457656,0.014383921453227312
165,0.022717108633852172,0.015225086802562786
166,0.02281549756171964,0.014527859511413924
167,0.02185209579105249,0.015540703276134944
168,0.021944276774409174,0.015414953542943787
169,0.02251325032534281,0.015593928261711895
170,0.022561750109602475,0.014490805498069206
171,0.021394327541149886,0.01606645177269898
172,0.022114341795759163,0.014429909400102622
173,0.021635674886607285,0.01559492430477538
174,0.02208735014548555,0.015484652174989339
175,0.021726645754653058,0.01594209619911848
176,0.02167349020013365,0.01530253241639294
177,0.022420832200106464,0.014888999575047955
178,0.021521069693642907,0.015113600882761728
179,0.021166555666128475,0.014507426267162065
180,0.021448186370928764,0.014445950194595917
181,0.021885704537427893,0.014815320689148188
182,0.02173860839670231,0.016058355537896564
183,0.022233304209561735,0.01452876909683668
184,0.021116821829252497,0.015121015719239723
185,0.02162737058277947,0.016716249514877265
186,0.022240612147687792,0.014786870456518468
187,0.022040625595822327,0.015500214194177851
188,0.02194553816341349,0.015072583634912437
189,0.021575080587328738,0.01629452644919931
190,0.02180898079093787,0.015412244964432477
191,0.021243079907274028,0.01591047850916606
192,0.02048221492170119,0.014471513652481255
193,0.01981064505778186,0.013583951343041752
194,0.020463616769204194,0.015097025771498813
195,0.02118025489890362,0.013420314792510463
196,0.019833870306624337,0.014329243820567173
197,0.02042654169431124,0.013850364385417481
198,0.020810943702654884,0.014830163311221552
199,0.02046030980447636,0.014283792397011495
200,0.020164097467017323,0.014644127692985773
201,0.020344773400550027,0.015330595787788817
202,0.020218595198687465,0.014521730419887201
203,0.020456332043191704,0.013472719657709843
204,0.020399914831049214,0.0142986549392243
205,0.020571231259497624,0.01486002661262894
206,0.020228970826905616,0.013954238680695372
207,0.020530868905196373,0.015155987482609223
208,0.020277560874189082,0.01380267842882261
209,0.01963059103645329,0.013742325448727687
210,0.019968866951419084,0.014608617978199553
211,0.0200141953868863,0.016133829356401428
212,0.020128274170988374,0.014137664975552822
213,0.020008333136900897,0.014805378850740286
214,0.02068576647315095,0.0164649994110477
215,0.020426994866598505,0.014637342348844146
216,0.01987254498641801,0.015126791608443105
217,0.020147305468395573,0.01417862099962504
218,0.019922933386640255,0.014319381821394498
219,0.020151620768100238,0.014988132279557082
220,0.019627105845313526,0.013962039813391018
221,0.019905396732262277,0.013985822336096939
222,0.020305031200864732,0.0160899836777446
223,0.020066414817080273,0.014071699960949625
224,0.019733880148709464,0.015377021338458781
225,0.019562483742032514,0.014341612056287666
226,0.020339707433938408,0.014001184862463803
227,0.019670387702949817,0.014602961380217216
228,0.019603237838756615,0.013845252373436246
229,0.01977149898686384,0.014111977182162764
230,0.019817995414692834,0.013911795078098508
231,0.019446766036329853,0.014703481459994292
232,0.01975070534483598,0.013578991742310984
233,0.01943726287056851,0.014429281331922336
234,0.02010091991185117,0.013592471386241688
235,0.020121309697292103,0.015257842725512047
236,0.02019015341999802,0.01320760867377963
237,0.019419365604571148,0.015249562830579174
238,0.020508702856662873,0.014403893087548775
239,0.020272411553750622,0.014995248138464838
240,0.019900299604724225,0.013846598119622217
241,0.019656889568800212,0.014059390644968087
242,0.01974237759844973,0.014905112096106421
243,0.019942024971811485,0.014801863128970687
244,0.020179295485684402,0.014009349187524918
245,0.01998133265304553,0.014037892927845031
246,0.02008778913935578,0.013934487946962063
247,0.019424819806146715,0.013873583631784986
248,0.01950523056834073,0.013407845053622677
249,0.019585279564782385,0.01435423164165896
250,0.01946443754867294,0.013697789977190556
251,0.018997847356760574,0.014650057930134254
252,0.019217353823513344,0.01593479635463592
253,0.0196704977160202,0.01340475278721919
254,0.019710340134910347,0.013801822422034956
255,0.019805898461539,0.013851819333427468
256,0.01916328015870258,0.013907633845036836
257,0.01907787835974803,0.014245342669431909
258,0.019645444234410073,0.013809535572126939
259,0.019401572923866663,0.013649345746467135
260,0.019293371530899144,0.015043529361187748
261,0.019722492980198097,0.014077020985984921
262,0.019294057494495934,0.014780359571687628
263,0.01951210145652427,0.013586289661921942
264,0.019614266091082213,0.013668516276192692
265,0.019794617397331446,0.012943891663402983
266,0.01953677156234578,0.014404354128936816
267,0.019737225493088737,0.01471108880084846
268,0.01928144461054338,0.014887286234804675
269,0.019435278623552658,0.014000949337829593
270,0.019316983007337387,0.013567985608999541
271,0.019589956372161075,0.0141100988880978
272,0.019817425498386537,0.015007245846565622
273,0.019406793259497814,0.01423856469788039
274,0.01993363148382691,0.013326693548383254
275,0.018750404678321633,0.013474209240755949
276,0.01958442446328039,0.014079885850380483
277,0.019522172813035317,0.014099414722126948
278,0.019779486422023117,0.013464955764849627
279,0.01960787436359177,0.014939407677387608
280,0.020070711620285436,0.014703289183159515
281,0.020072698693549548,0.014426660520296319
282,0.019416166882048176,0.013933757159087333
283,0.019848712301325705,0.013437904438879216
284,0.019468014747811214,0.013491795159967611
285,0.019441977157892736,0.013943432245138028
286,0.01955695537604464,0.014216851271307283
287,0.01935343921933382,0.01470256218300896
288,0.01951877526380603,0.013224941649928457
289,0.019253529546510023,0.01363872501538664
290,0.019990323593216466,0.014681268328249055
291,0.019635415453356578,0.014559741735972779
292,0.019465769301450348,0.014008504218258014
293,0.018742734630560053,0.014843928850025669
294,0.019251283949036406,0.01400345491747349
295,0.019120002364928813,0.014527214404801219
296,0.018970142196222263,0.015356884280713337
297,0.020055762910771463,0.014136219941876116
298,0.019450227409079413,0.01485823245225412
299,0.019854420080719908,0.014041567433061274
300,0.019763833629821304,0.01388276146376352
301,0.019219800689645464,0.013913805111164107
302,0.018988525129972185,0.014493735402175339
303,0.019721405150453952,0.012993583299285983
304,0.019593575425963187,0.014206918078850134
305,0.01962400608944413,0.014395156456261276
306,0.019219039690144813,0.014970214518289058
307,0.018829418507439563,0.013317433471079991
308,0.01848558788108553,0.012953270786962491
309,0.019044093977868062,0.015668854287893975
310,0.01804325397459223,0.013722108454051488
311,0.01855549728477117,0.013980250019903703
312,0.018554887283836724,0.01376430548744106
313,0.018581924029109548,0.01347092270481925
314,0.01856652743783129,0.013415184237461181
315,0.018706990203271733,0.014307221717601497
316,0.018496511986851427,0.013504211443843514
317,0.018593332986071458,0.013737498860773039
318,0.01895375476004414,0.014301267819259241
319,0.018716228419502746,0.013083431730980265
320,0.018753782651935426,0.01354993324755859
321,0.01877976582806906,0.013748948995173309
322,0.018296878770455834,0.013245145452389273
323,0.017876415210317548,0.013796234668495926
324,0.018422372993850234,0.0141589204612746
325,0.018885822183497606,0.013822293555144145
326,0.018728677474246443,0.013136497224143858
327,0.018536792430904878,0.014253486868176601
328,0.018295062250959504,0.014085598746916167
329,0.01918588440782627,0.013664272643277268
330,0.018537629219798558,0.014144965986573948
331,0.018315030932214014,0.013903824439508746
332,0.018853917869793256,0.014072564364159957
333,0.018314017437827956,0.01308122253945649
334,0.01876219141583418,0.013850522027838402
335,0.018456306762427058,0.013747947787729099
336,0.01841019207943116,0.01345787428481243
337,0.017925361171364784,0.013723632367846362
338,0.0188079423114364,0.014018804125927539
339,0.01876831853518796,0.0143681373998921
340,0.018712459349823723,0.012967133063009893
341,0.018533645741290336,0.013629523571165805
342,0.018319667174656697,0.013529558300366314
343,0.01825653446072655,0.013466888410817076
344,0.017674286744324884,0.013929418182593743
345,0.018497035940152264,0.014000275995756576
