cold_inlet_temp,cold_mass_flow,hot_inlet_temp,hot_mass_flow,sim_thermal_efficiency,sim_cold_pressure_drop,sim_hot_pressure_drop,sim_global_htc,sim_cold_outlet_temp,sim_hot_outlet_temp,ann_thermal_efficiency,ann_cold_pressure_drop,ann_hot_pressure_drop,ann_global_htc,ann_cold_outlet_temp,ann_hot_outlet_temp,err_thermal_efficiency,err_cold_pressure_drop,err_hot_pressure_drop,err_global_htc,err_cold_outlet_temp,err_hot_outlet_temp
300.80078125,1.993280053138733,339.3468933105469,2.5094785690307617,49.58058048431704,4.3166950906888815,1381.1524380173068,166.72589490589615,319.91824918787995,324.17416388749893,51.57817459106445,5.200413227081299,1369.699951171875,184.53219604492188,320.64599609375,323.61376953125,1.997594106747414,0.8837181363924174,11.45248684543185,17.80630113902572,0.727746905870049,0.5603943562489349
302.27728271484375,1.5632785558700562,351.93853759765625,3.170543909072876,59.490460075415754,2.9970214247587137,2053.8643484288477,159.9815751010397,331.84426558926816,337.39447125820936,59.270206451416016,2.9279487133026123,2018.3218994140625,158.26272583007812,331.6169738769531,337.3423767089844,0.22025362399973858,0.06907271145610139,35.542449014785234,1.7188492709615844,0.22729171231503642,0.05209454922498935
300.9479064941406,3.595240831375122,346.24127197265625,2.657585382461548,62.923434944124665,24.296759320175624,1531.8010565937293,363.1191250861039,322.0277704919189,317.75102308030756,62.35944366455078,25.019060134887695,1557.279296875,368.7686767578125,322.0409851074219,317.7666320800781,0.5639912795738837,0.7223008147120709,25.4782402812707,5.649551671708593,0.013214615502988636,0.015608999770563514
312.45465087890625,3.076996326446533,364.7047424316406,4.019532680511475,61.43153078781497,17.293264038555208,3114.6123361481004,404.3329886877123,344.597639023826,340.1787448061343,61.05146408081055,16.849042892456055,3174.1748046875,401.483642578125,344.37841796875,340.07757568359375,0.38006670700442413,0.444221146099153,59.56246853939956,2.849346109587316,0.219221055075991,0.10116912254056842
303.5225830078125,3.9630072116851807,346.06500244140625,2.8715808391571045,63.30144810353372,28.5577540393424,1760.3803533058235,393.7589755502365,323.04867275455564,319.14512771631394,62.97510528564453,29.213193893432617,1779.0469970703125,399.56365966796875,323.0809631347656,319.0504150390625,0.3263428178891914,0.6554398540902184,18.66664376448898,5.804684117732222,0.03229038020998587,0.09471267725143662
302.3570861816406,3.276120901107788,365.5429382324219,1.9995490312576294,71.17685288937363,20.248531424527755,892.8839854528633,343.2688210960409,329.85462377597975,320.6027604771544,70.5114517211914,20.533588409423828,919.9173583984375,346.5774230957031,329.8385009765625,320.8531494140625,0.6654011681822283,0.2850569848960731,27.03337294557423,3.308601999662244,0.01612279941724637,0.25038893690810937
295.3196716308594,1.7578331232070923,353.18145751953125,1.932761788368225,50.0925065079064,3.8458972819062183,844.6465148624411,159.29974341557153,324.32671580489006,326.8448196833127,49.97960662841797,3.727402687072754,836.9560546875,156.87413024902344,324.17291259765625,326.7672424316406,0.11289987948843105,0.11849459483346436,7.690460174941109,2.4256131665480893,0.15380320723380692,0.07757725167209628
302.0127868652344,4.599978446960449,363.2000427246094,3.0220742225646973,66.34868292933882,36.73851217207266,1889.314287190151,443.72539829193386,328.726220802262,322.6372341286528,66.02435302734375,36.88214874267578,1905.0098876953125,446.02325439453125,328.453369140625,322.6221008300781,0.32432990199507117,0.14363657060312107,15.695600505161565,2.297856102597393,0.2728516616369916,0.015133298574653509
299.83807373046875,3.078214168548584,351.7442626953125,4.852321624755859,62.16716869953397,18.18350025206746,4472.238785920999,377.6316570166635,332.1301215620278,331.2979597750268,62.279335021972656,18.258825302124023,4488.5244140625,381.3647155761719,332.3924865722656,331.2458190917969,0.11216632243868929,0.07532505005656276,16.285628141500638,3.733058559508379,0.2623650102378292,0.05214068322993626
303.4014587402344,3.7323973178863525,359.6344909667969,0.9568279981613159,91.7746839796979,26.10568685659382,239.12954813303077,294.54562755822,316.65075818720976,308.03208151997023,91.07273864746094,27.027732849121094,253.75123596191406,300.1299743652344,316.8255920410156,308.26861572265625,0.70194533223696,0.9220459925272735,14.621687828883296,5.584346807014356,0.1748338538058647,0.23653420268601622
311.41107177734375,3.525686025619507,367.48876953125,0.5943982005119324,97.20489911851912,23.014579753085854,99.44873426781851,262.8617815506075,320.62290477332914,312.98224472133063,95.79198455810547,23.64194107055664,105.90975952148438,270.6412353515625,321.6103210449219,313.96856689453125,1.412914560413654,0.6273613174707862,6.461025253665866,7.779453800955025,0.9874162715927355,0.9863221732006195
294.2971496582031,3.964073657989502,343.13226318359375,2.5248494148254395,65.93866336419666,29.783147837995784,1412.7026889868139,358.4219652969087,314.81200838577877,310.9337652821668,66.11773681640625,31.203195571899414,1433.022216796875,366.8110656738281,314.9165344238281,310.9044189453125,0.17907345220959314,1.4200477339036297,20.319527810061118,8.38910037691943,0.10452603804935734,0.02934633685430299
295.8859558105469,3.885826587677002,345.8902282714844,1.3135889768600464,84.77257930676998,28.996417674236,434.4119669872598,304.8118268965487,310.21987245252996,303.5005323493776,84.48072814941406,30.86496353149414,446.7656555175781,312.5777587890625,310.25189208984375,303.42657470703125,0.2918511573559215,1.868545857258141,12.353688530318323,7.765931892513777,0.03201963731379465,0.07395764234632907
297.927001953125,2.346367597579956,353.6186218261719,4.584225654602051,67.25656084134653,11.335985147234169,4013.961384171038,317.79358141693507,335.41033590700476,334.4751751946829,66.92742156982422,11.35906982421875,4027.7958984375,318.1872863769531,335.330810546875,334.4781188964844,0.32913927152230826,0.023084676984581165,13.834514266462065,0.39370496001805577,0.07952536012976452,0.0029437018014846217
294.90679931640625,0.6706669330596924,349.50543212890625,3.055893898010254,83.17096326818684,1.2763611198897706,1922.62849816792,128.64832050730868,340.332645161297,339.5561570909359,82.02593231201172,1.3986666202545166,1840.2366943359375,132.18502807617188,339.62908935546875,338.6469421386719,1.1450309561751197,0.12230550036474597,82.39180383198254,3.536707568863193,0.7035558058282732,0.9092149522640511
296.9003601074219,2.682387590408325,362.1959228515625,4.188526153564453,63.41139283611786,14.221294214657973,3376.661881211301,346.63210017925377,338.3531275707668,335.72792618054456,63.45063018798828,14.371572494506836,3449.27001953125,351.8973083496094,338.569580078125,335.7698669433594,0.03923735187041899,0.15027827984886244,72.60813831994892,5.265208170355606,0.21645250735821264,0.041940762814817845
311.5557556152344,4.529067516326904,365.85308837890625,4.178752899169922,56.41033260109322,34.39517580102256,3352.960340407706,500.4184067545682,339.86472044747717,335.26895129275067,56.38235855102539,33.437469482421875,3398.01123046875,496.98211669921875,339.5289001464844,335.1007080078125,0.02797405006782583,0.9577063186006853,45.0508900610439,3.4362900553494455,0.33582030099279336,0.1682432849381712
297.59710693359375,1.1504793167114258,355.32879638671875,0.5512988567352295,80.3701276156707,2.569335398351541,88.2956533490069,123.1069432028146,319.85278092040215,308.93812053167215,79.84333801269531,2.8752634525299072,91.41007995605469,124.79701232910156,319.20062255859375,308.74639892578125,0.5267896029753842,0.30592805417836644,3.1144266070477897,1.6900691262869572,0.6521583618084037,0.1917216058909048
307.5162353515625,4.0190558433532715,342.1312255859375,4.460113525390625,54.64924896804118,28.814712397492258,3903.6541251484014,438.37297099625704,326.4422421960138,325.09476313772126,54.956207275390625,28.60678482055664,3890.29638671875,437.40692138671875,326.4996032714844,324.9888916015625,0.30695830734944707,0.20792757693561725,13.357738429651363,0.9660496095382882,0.0573610754705669,0.10587153615875877
289.1641845703125,3.4491465091705322,349.4461364746094,2.414651870727539,63.33751965400404,23.655328490014654,1292.296710250448,325.3776438374363,315.902433093423,311.2686995661055,63.405052185058594,25.12575340270996,1316.172607421875,335.55926513671875,316.15423583984375,311.1973876953125,0.06753253105455315,1.4704249126953073,23.875897171426914,10.181621299282426,0.25180274642076483,0.07131187079301071
295.61639404296875,3.675574541091919,347.3136291503906,1.519250750541687,80.05315447568562,26.175225536251673,562.7872699415893,310.01763070304594,312.7293398485241,305.9302719304804,79.90323638916016,27.789785385131836,579.9058837890625,317.5225830078125,312.7684020996094,305.9195556640625,0.14991808652546013,1.6145598488801625,17.11861384747317,7.504952304766562,0.039062251085283606,0.010716266417887255
305.71478271484375,1.481471300125122,357.4986572265625,4.405537128448486,63.76874864189993,2.6083106902515283,3682.766577020593,160.2020736393223,338.76942671392663,346.421669961863,62.89211654663086,2.466289758682251,3603.913330078125,157.61602783203125,338.5722961425781,346.44189453125,0.8766320952690734,0.1420209315692773,78.8532469424681,2.5860458072910433,0.19713057134850942,0.020224569386982694
299.4563293457031,0.8389865756034851,345.76983642578125,4.252631187438965,79.70237176305888,1.5884689584490843,3517.855770645023,139.0451638032146,336.3815039390777,338.4986240058994,79.22250366210938,1.669073224067688,3478.835693359375,140.55140686035156,336.2693176269531,338.2757873535156,0.4798681009495027,0.08060426561860368,39.02007728564786,1.5062430571369703,0.11218631212454966,0.22283665238376216
310.3964538574219,1.7050195932388306,340.7010192871094,4.425848484039307,59.11984990027741,3.1417844864190556,3820.463816389223,165.21300674080814,328.31998293090635,333.8060230501938,60.7087516784668,3.4042067527770996,3757.8193359375,173.57708740234375,328.3189697265625,334.0132751464844,1.5889017781893884,0.262422266358044,62.64448045172321,8.36408066153561,0.0010132043438488836,0.20725209629057417
299.0274963378906,3.304548978805542,353.4651794433594,4.4857330322265625,59.2108780573392,20.64198344098986,3877.6188284902746,388.51481494544817,331.28699309122,329.74651482445023,59.29170227050781,20.698089599609375,3898.6103515625,392.30487060546875,331.47149658203125,329.7425842285156,0.08082421316861144,0.056106158619513735,20.99152307222539,3.7900556600205846,0.1845034908112666,0.003930595934605208
303.7389831542969,2.24861741065979,346.5458068847656,4.812614917755127,69.20718161031193,10.448205870998208,4422.685405385739,313.9363539222297,333.37891262013767,332.71939887063206,68.45618438720703,10.40217113494873,4404.34326171875,311.755859375,333.4371337890625,332.5975036621094,0.7509972231049034,0.04603473604947794,18.342143666988704,2.1804945472297277,0.05822116892483109,0.12189520852268743
302.78448486328125,1.64658522605896,353.0686340332031,1.6495753526687622,49.61475891603859,3.256965381282498,632.8733129091852,153.70640771954749,327.75626737654983,328.18928700876677,51.33359146118164,3.1141133308410645,626.1435546875,151.79164123535156,327.5677490234375,328.22430419921875,1.7188325451430515,0.14285205044143368,6.729758221685188,1.9147664841959227,0.1885183531123289,0.03501719045198115
303.1282958984375,2.2867722511291504,348.5240478515625,1.590136170387268,68.32751488930923,10.982827563129831,601.9587984904938,262.48632477379357,324.7128667779195,317.5171940539282,67.25968933105469,11.195088386535645,616.9168701171875,261.1791076660156,324.3990478515625,317.72894287109375,1.0678255582545404,0.21226082340581343,14.958071626693709,1.3072171077779444,0.31381892635698705,0.21174881716552818
304.5421447753906,3.7755069732666016,361.1034851074219,0.7570032477378845,95.12099449790597,26.64356152813707,156.2181752508477,277.7063413139027,315.34671706400724,307.30573721678525,94.27604675292969,27.860530853271484,166.6365966796875,285.1206359863281,315.5951843261719,307.62127685546875,0.844947744976281,1.2169693251344142,10.418421428839792,7.414294672425399,0.24846726216463821,0.31553963868350365
300.9320373535156,1.6498277187347412,345.9043273925781,3.873918294906616,59.84366460461824,3.3190960429637926,2980.3529482971935,164.36363351621932,327.85933951052476,334.4566150811361,59.178951263427734,3.332051992416382,2929.15185546875,163.613525390625,327.3877868652344,334.44268798828125,0.664713341190506,0.012955949452589266,51.20109282844351,0.7501081255943234,0.4715526452903873,0.013927092854828516
292.99200439453125,2.951227903366089,360.0745544433594,2.184797763824463,63.86719310875984,17.476624866976636,1057.984955616048,311.00268392889683,324.74445557801124,317.25575835937497,63.61830139160156,18.544836044311523,1082.171875,321.475830078125,324.8757019042969,317.31219482421875,0.24889171715827985,1.068211177334888,24.186919383952045,10.473146149228171,0.13124632628563404,0.056436464843784506
289.8741760253906,2.3287456035614014,341.5993957519531,3.514707088470459,49.01026497453437,5.897823418403277,2536.292973681644,179.74416129409167,315.2263631241447,324.80998268906853,52.4747314453125,7.720069885253906,2537.424072265625,210.02444458007812,317.3797912597656,323.43048095703125,3.4644664707781274,1.822246466850629,1.131098583980929,30.280283285986457,2.1534281356209135,1.3795017320372835
294.4511413574219,4.968815326690674,361.5637512207031,4.110311985015869,57.08222801149988,42.97356791900529,3303.8048653169826,472.52831396237497,326.1811056002695,323.2905734071684,57.203060150146484,42.726375579833984,3291.41845703125,472.44854736328125,326.06573486328125,323.109619140625,0.12083213864660536,0.24719233917130623,12.386408285732614,0.0797665990937162,0.11537073698826816,0.18095426654338098
290.5298156738281,4.34235954284668,368.0663757324219,1.6500437259674072,81.46689245703872,35.26215372119623,638.8086351486418,345.85255842059536,314.56609035738387,304.91433890907007,80.7699966430664,36.17831039428711,651.5323486328125,352.1349792480469,314.7258605957031,305.5170593261719,0.6968958139723185,0.9161566730908817,12.72371348417073,6.282420827451517,0.15977023831925408,0.602720417101807
290.9782409667969,3.7512848377227783,346.5948791503906,4.968350887298584,56.114890166184495,26.785866925943992,4734.902863364783,395.6201787490374,322.1987086579492,323.04351946556545,56.049163818359375,26.58561897277832,4717.57373046875,397.2663879394531,322.3487243652344,323.072265625,0.06572634782511955,0.2002479531656718,17.329132896033116,1.6462091904157319,0.15001570728514935,0.02874615943454728
295.1646423339844,2.977802038192749,368.140625,3.192750930786133,55.945028139605704,17.19342116356711,2063.0122288155835,352.0020456145827,336.0565813661553,330.1227435212334,57.08958053588867,17.248645782470703,2114.854736328125,356.4169006347656,336.2282409667969,330.35333251953125,1.1445523962829682,0.05522461890359409,51.84250751254149,4.414855020182927,0.1716596006415898,0.23058899829783286
302.9629211425781,2.2921862602233887,356.80810546875,4.509337425231934,68.55017986615766,10.662789486988913,3870.893582300938,324.5047166177463,339.905611744318,338.0786781885952,68.66508483886719,10.839162826538086,3916.64794921875,328.41033935546875,340.127685546875,338.0260009765625,0.1149049727095246,0.17637333954917267,45.75436691781215,3.9056227377224673,0.22207380255701992,0.052677212032676834
296.7305603027344,3.5501046180725098,355.2558898925781,2.8166496753692627,60.59978766347469,23.84384492962272,1681.2726893675863,365.1923142577538,324.89610207036964,319.8108942953973,59.95592498779297,24.245723724365234,1709.5537109375,369.778564453125,324.92083740234375,319.87554931640625,0.6438626756817243,0.4018787947425153,28.28102156991372,4.5862501953711785,0.024735331974113706,0.06465502100894582
307.5962219238281,4.289760589599609,345.81854248046875,4.598977088928223,53.84314869723303,32.178740059782285,4102.978717744889,461.8590193032782,328.1892576634493,326.6355216423773,54.283382415771484,31.771114349365234,4099.45166015625,460.0074768066406,328.19268798828125,326.5720520019531,0.44023371853845106,0.40762571041705087,3.527057588638854,1.8515424966375917,0.003430324831924736,0.06346964042415948
312.2846374511719,1.129961609840393,358.2550354003906,2.696484088897705,67.86215912676658,1.8172303017054219,1511.6135366083327,145.4372642897142,343.5102163265918,345.2101737364442,67.2216567993164,1.728877305984497,1489.885498046875,142.2705841064453,342.7472839355469,344.996826171875,0.6405023274501787,0.08835299572092481,21.72803856145765,3.1666801832688805,0.7629323910448988,0.21334756456917603
